-5.000000	-0.015312	-0.012031	-0.012031
-4.999000	-0.037812	-0.024844	-0.018750
-4.998000	-0.055781	-0.034219	-0.027969
-4.997000	-0.066562	-0.037500	-0.028750
-4.996000	-0.065000	-0.038594	-0.030000
-4.995000	-0.070000	-0.040781	-0.031875
-4.994000	-0.076250	-0.045625	-0.035469
-4.993000	-0.086719	-0.053281	-0.050625
-4.992000	-0.111250	-0.068437	-0.061094
-4.991000	-0.112500	-0.063750	-0.055938
-4.990000	-0.092656	-0.048594	-0.040156
-4.989000	-0.066875	-0.034219	-0.027344
-4.988000	-0.051406	-0.023437	-0.016875
-4.987000	-0.038906	-0.019531	-0.013281
-4.986000	-0.038125	-0.018750	-0.012500
-4.985000	-0.033906	-0.016094	-0.011250
-4.984000	-0.028125	-0.012813	-0.008125
-4.983000	-0.024531	-0.009062	0.001094
-4.982000	0.000313	0.003438	0.008906
-4.981000	0.002969	0.001094	0.004687
-4.980000	-0.019844	-0.012031	-0.009062
-4.979000	-0.040938	-0.022656	-0.017656
-4.978000	-0.059219	-0.032656	-0.026562
-4.977000	-0.069375	-0.035781	-0.026875
-4.976000	-0.066875	-0.035469	-0.029219
-4.975000	-0.070000	-0.037500	-0.030781
-4.974000	-0.076719	-0.041719	-0.032813
-4.973000	-0.086875	-0.051406	-0.049844
-4.972000	-0.112812	-0.067656	-0.058438
-4.971000	-0.114375	-0.063750	-0.054062
-4.970000	-0.093438	-0.048281	-0.035781
-4.969000	-0.065000	-0.033438	-0.026406
-4.968000	-0.050625	-0.024063	-0.016406
-4.967000	-0.038906	-0.017969	-0.013750
-4.966000	-0.037344	-0.017969	-0.012813
-4.965000	-0.033906	-0.015156	-0.012813
-4.964000	-0.028125	-0.012500	-0.010156
-4.963000	-0.025313	-0.008281	-0.000937
-4.962000	-0.001719	0.005000	0.010000
-4.961000	0.002188	0.001875	0.006094
-4.960000	-0.020000	-0.011406	-0.008594
-4.959000	-0.043125	-0.021406	-0.017969
-4.958000	-0.056875	-0.033125	-0.026562
-4.957000	-0.066562	-0.036719	-0.028906
-4.956000	-0.066562	-0.035938	-0.028906
-4.955000	-0.070469	-0.037812	-0.030000
-4.954000	-0.077500	-0.041719	-0.033438
-4.953000	-0.085156	-0.050938	-0.046719
