-5.000000	-0.036719	-0.022969	-0.011719
-4.999000	-0.031875	-0.018281	-0.008125
-4.998000	-0.026562	-0.016719	-0.005156
-4.997000	-0.001563	0.000000	0.013281
-4.996000	0.009531	0.003750	0.013906
-4.995000	-0.009844	-0.007344	0.000000
-4.994000	-0.038594	-0.026875	-0.015625
-4.993000	-0.058750	-0.039688	-0.025781
-4.992000	-0.077344	-0.052656	-0.037812
-4.991000	-0.075156	-0.050938	-0.035156
-4.990000	-0.079375	-0.054844	-0.038437
-4.989000	-0.083594	-0.056563	-0.042500
-4.988000	-0.089531	-0.062969	-0.049063
-4.987000	-0.119844	-0.082187	-0.072656
-4.986000	-0.129062	-0.085312	-0.072031
-4.985000	-0.113281	-0.073281	-0.054375
-4.984000	-0.080625	-0.050938	-0.033438
-4.983000	-0.064687	-0.038906	-0.023750
-4.982000	-0.043125	-0.024844	-0.011250
-4.981000	-0.042813	-0.024844	-0.011406
-4.980000	-0.037812	-0.021563	-0.011250
-4.979000	-0.032656	-0.018437	-0.008594
-4.978000	-0.030000	-0.017188	-0.004687
-4.977000	-0.004844	-0.000781	0.012500
-4.976000	0.007031	0.003438	0.014375
-4.975000	-0.009062	-0.010156	0.001094
-4.974000	-0.038906	-0.026562	-0.014063
-4.973000	-0.059219	-0.038906	-0.025625
-4.972000	-0.077031	-0.053281	-0.038437
-4.971000	-0.074375	-0.050625	-0.037812
-4.970000	-0.078594	-0.052187	-0.039375
-4.969000	-0.082500	-0.057188	-0.045469
-4.968000	-0.091406	-0.062344	-0.049531
-4.967000	-0.120938	-0.083281	-0.074219
-4.966000	-0.128750	-0.084062	-0.073438
-4.965000	-0.110938	-0.070938	-0.059063
-4.964000	-0.080469	-0.049375	-0.036250
-4.963000	-0.064687	-0.039062	-0.024844
-4.962000	-0.042813	-0.024531	-0.012813
-4.961000	-0.040469	-0.024063	-0.012813
-4.960000	-0.038125	-0.020625	-0.010625
-4.959000	-0.031875	-0.017656	-0.008125
-4.958000	-0.028906	-0.015938	-0.005000
-4.957000	-0.001250	0.000000	0.011719
-4.956000	0.012031	0.003906	0.013281
-4.955000	-0.007188	-0.006250	0.000781
-4.954000	-0.036719	-0.024063	-0.015312
-4.953000	-0.057188	-0.036250	-0.027344
-4.952000	-0.075469	-0.049063	-0.040156
-4.951000	-0.071250	-0.046406	-0.035938
-4.950000	-0.078281	-0.051406	-0.040156
-4.949000	-0.082500	-0.055000	-0.044375
-4.948000	-0.091094	-0.059219	-0.047969
-4.947000	-0.116406	-0.078906	-0.071250
-4.946000	-0.125156	-0.081719	-0.072344
-4.945000	-0.107031	-0.068437	-0.055938
-4.944000	-0.077500	-0.047969	-0.035781
-4.943000	-0.062969	-0.035781	-0.026562
-4.942000	-0.038594	-0.022344	-0.014844
-4.941000	-0.039844	-0.023437	-0.014531
-4.940000	-0.034688	-0.019844	-0.010938
-4.939000	-0.029219	-0.016719	-0.007031
-4.938000	-0.025625	-0.014844	-0.003125
-4.937000	-0.000781	0.000625	0.013281
-4.936000	0.013125	0.005000	0.015000
-4.935000	-0.007500	-0.006719	0.002188
-4.934000	-0.035781	-0.024219	-0.012813
-4.933000	-0.056875	-0.036719	-0.025313
-4.932000	-0.078906	-0.050625	-0.037031
-4.931000	-0.077031	-0.048594	-0.036250
-4.930000	-0.080625	-0.051875	-0.039688
-4.929000	-0.087969	-0.056094	-0.043594
-4.928000	-0.093438	-0.062344	-0.051875
-4.927000	-0.121719	-0.082812	-0.075156
-4.926000	-0.128438	-0.085156	-0.075469
-4.925000	-0.113125	-0.072031	-0.059063
-4.924000	-0.084375	-0.048594	-0.036562
-4.923000	-0.063438	-0.037344	-0.023281
-4.922000	-0.041250	-0.024063	-0.013281
-4.921000	-0.039844	-0.023750	-0.012031
-4.920000	-0.036250	-0.021563	-0.010625
-4.919000	-0.032813	-0.018437	-0.007812
-4.918000	-0.029688	-0.015938	-0.004687
-4.917000	-0.002344	-0.000781	0.015469
-4.916000	0.011094	0.002656	0.016250
-4.915000	-0.004687	-0.007500	0.002344
-4.914000	-0.037812	-0.024219	-0.015938
-4.913000	-0.058750	-0.038125	-0.028125
-4.912000	-0.078281	-0.050313	-0.038437
-4.911000	-0.076250	-0.047969	-0.035469
-4.910000	-0.080156	-0.051406	-0.036875
-4.909000	-0.085625	-0.055000	-0.042500
-4.908000	-0.092500	-0.059531	-0.048594
-4.907000	-0.121719	-0.080625	-0.072813
-4.906000	-0.129219	-0.083750	-0.070781
-4.905000	-0.112344	-0.070938	-0.054062
-4.904000	-0.081250	-0.049844	-0.033594
-4.903000	-0.065781	-0.038125	-0.023437
-4.902000	-0.043594	-0.022969	-0.011719
-4.901000	-0.042813	-0.024063	-0.013594
-4.900000	-0.039688	-0.020625	-0.010469
-4.899000	-0.034375	-0.017969	-0.008281
-4.898000	-0.031563	-0.015156	-0.004687
-4.897000	-0.005156	-0.000156	0.013125
-4.896000	0.007656	0.003906	0.016719
-4.895000	-0.010156	-0.007344	0.002188
-4.894000	-0.038906	-0.025313	-0.013750
-4.893000	-0.058281	-0.037344	-0.024844
-4.892000	-0.078125	-0.051094	-0.038125
-4.891000	-0.075000	-0.048750	-0.035938
-4.890000	-0.080937	-0.052656	-0.037656
-4.889000	-0.083594	-0.055625	-0.043906
-4.888000	-0.091875	-0.060000	-0.050313
-4.887000	-0.120313	-0.080469	-0.073594
-4.886000	-0.126406	-0.082031	-0.073125
-4.885000	-0.110469	-0.069375	-0.057656
-4.884000	-0.080937	-0.047969	-0.036250
-4.883000	-0.063125	-0.036250	-0.023750
-4.882000	-0.043906	-0.022187	-0.012813
-4.881000	-0.045625	-0.022187	-0.013750
-4.880000	-0.038594	-0.019531	-0.011719
-4.879000	-0.033594	-0.016875	-0.006719
-4.878000	-0.029219	-0.014844	-0.004375
-4.877000	-0.000156	0.000313	0.013906
-4.876000	0.009219	0.002969	0.014375
-4.875000	-0.007812	-0.008281	0.001094
-4.874000	-0.038906	-0.025313	-0.015625
-4.873000	-0.061875	-0.036562	-0.027656
-4.872000	-0.080156	-0.050156	-0.036875
-4.871000	-0.077031	-0.047969	-0.035781
-4.870000	-0.081250	-0.051719	-0.038437
-4.869000	-0.087188	-0.054844	-0.044375
-4.868000	-0.095313	-0.060000	-0.050625
-4.867000	-0.124219	-0.081719	-0.076250
-4.866000	-0.130000	-0.084531	-0.073906
-4.865000	-0.115156	-0.072344	-0.060625
-4.864000	-0.082812	-0.049063	-0.035938
-4.863000	-0.063438	-0.036250	-0.024219
-4.862000	-0.044062	-0.022969	-0.013750
-4.861000	-0.043125	-0.021563	-0.012500
-4.860000	-0.039844	-0.017969	-0.010938
-4.859000	-0.034688	-0.015938	-0.006562
-4.858000	-0.029531	-0.013281	-0.002812
-4.857000	-0.001250	0.001875	0.012500
-4.856000	0.011250	0.002656	0.012500
-4.855000	-0.009844	-0.009844	0.000781
-4.854000	-0.040156	-0.026875	-0.016094
-4.853000	-0.056875	-0.039844	-0.028750
-4.852000	-0.072344	-0.051406	-0.040938
-4.851000	-0.070469	-0.047969	-0.038125
-4.850000	-0.077344	-0.051875	-0.039219
-4.849000	-0.082031	-0.054531	-0.045469
-4.848000	-0.089844	-0.061094	-0.052500
-4.847000	-0.120313	-0.081719	-0.076563
-4.846000	-0.127656	-0.083281	-0.077031
-4.845000	-0.110000	-0.071563	-0.061406
-4.844000	-0.077813	-0.049063	-0.040156
-4.843000	-0.059531	-0.037500	-0.026094
-4.842000	-0.040156	-0.023750	-0.015312
-4.841000	-0.039375	-0.025000	-0.016875
-4.840000	-0.037031	-0.022969	-0.013594
-4.839000	-0.034219	-0.021406	-0.011250
-4.838000	-0.028906	-0.019219	-0.006719
-4.837000	-0.001563	0.000625	0.010938
-4.836000	0.012344	0.002188	0.010938
-4.835000	-0.008281	-0.009687	-0.000469
-4.834000	-0.038906	-0.025625	-0.015312
-4.833000	-0.057188	-0.036719	-0.028750
-4.832000	-0.076250	-0.051719	-0.041719
-4.831000	-0.073906	-0.050156	-0.038437
-4.830000	-0.077344	-0.051406	-0.040469
-4.829000	-0.084844	-0.056875	-0.047188
-4.828000	-0.091875	-0.063438	-0.054062
-4.827000	-0.120938	-0.082812	-0.078125
-4.826000	-0.130781	-0.083594	-0.076563
-4.825000	-0.112344	-0.071250	-0.057969
-4.824000	-0.079063	-0.049375	-0.037656
-4.823000	-0.059844	-0.037031	-0.026406
-4.822000	-0.040156	-0.023437	-0.014063
-4.821000	-0.038906	-0.022969	-0.014375
-4.820000	-0.035156	-0.021094	-0.011719
-4.819000	-0.030781	-0.017500	-0.007812
